app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,target,income_to_age_ratio,employment_ratio,age_group,income_group
-12795.0,,,9-Dec-20,0.0,13,33.0,2.0,2,,500.0,8.0,,0.0,19.0,16.0,19.0,465.0,0.075147343,34.2265625,2.0,0.0,,4,1.0,1,0.0,0.125,26-35,very_low
-12796.0,,,9-Dec-20,1.0,13,25.0,1.0,0,,,38.0,1.0,,2.0,,11.0,,0.0,84.359375,1.0,1.0,248.0,2,-1.0,1,0.038461538461538464,0.125,18-25,very_low
-12807.0,,,9-Dec-20,0.0,1,19.0,1.0,1,,,32.0,1.0,,27.0,,9.0,,0.036155369,52.015625,,1.0,0.0,2,-1.0,1,0.0,0.5,18-25,very_low
-12787.0,,,9-Dec-20,0.0,7,19.0,1.0,1,1.0,750.0,5.0,1.0,,,2.0,7.0,248.0,0.060344894,68.03125,,1.0,0.0,2,-1.0,1,0.0,0.5,18-25,very_low
-12805.0,,,9-Dec-20,1.0,10,25.0,3.0,1,,,10.0,2.0,0.0,11.0,1.0,6.0,,0.0,69.546875,,1.0,0.0,2,4.0,1,0.038461538461538464,0.375,18-25,very_low
12806.0,1.0,0.0,9-Dec-20,1.0,2,23.0,,3,,,,,,,,,,0.07376604,83.0625,,0.0,,4,-1.0,2,0.041666666666666664,,18-25,very_low
12804.0,1.0,0.0,9-Dec-20,0.0,14,20.0,,2,,,,,,,,,,0.0,83.34375,,0.0,,4,-1.0,2,0.0,,18-25,very_low
12798.0,1.0,0.0,9-Dec-20,1.0,1,21.0,,2,,,,,,,,,,0.0,30.0078125,,0.0,,4,-1.0,2,0.045454545454545456,,18-25,very_low
-12797.0,,,9-Dec-20,1.0,2,19.0,1.0,1,,,,,,,,,,0.1462943,38.6171875,,0.0,,4,-1.0,1,0.05,0.5,18-25,very_low
12799.0,0.0,1.0,9-Dec-20,0.0,14,21.0,,3,,,,,,,,,,0.101203028,48.59375,,0.0,,4,-1.0,0,0.0,,18-25,very_low
-12814.0,,,12-Dec-20,0.0,12,20.0,2.0,1,1.0,,6.0,3.0,0.0,26.0,2.0,52.0,,0.104202067,65.34375,1.0,3.0,1096.0,2,0.0,1,0.0,0.6666666666666666,18-25,very_low
-12835.0,,,12-Dec-20,340.0,6,19.0,3.0,1,,,16.0,1.0,180.0,12.0,1.0,40.0,,0.039102842,44.1328125,1.0,1.0,0.0,2,2.0,1,17.0,1.5,18-25,very_low
-12833.0,,,12-Dec-20,340.0,6,19.0,3.0,1,,,16.0,1.0,181.0,12.0,2.0,41.0,,0.046452992,44.03125,1.0,1.0,0.0,2,2.0,1,17.0,1.5,18-25,very_low
12810.0,1.0,0.0,12-Dec-20,600.0,14,18.0,,1,,,,,,0.0,,16.0,,0.115011438,64.578125,1.0,0.0,,4,0.0,2,31.57894736842105,,18-25,very_low
-12819.0,,,12-Dec-20,0.0,14,18.0,1.0,1,3.0,150.0,6.0,2.0,1019.0,,,10.0,,0.114159195,71.84375,4.0,2.0,0.0,0,1.0,1,0.0,1.0,18-25,very_low
12808.0,1.0,0.0,12-Dec-20,0.0,6,18.0,,1,,,,,,27.0,0.0,8.0,,0.046347364,80.5,1.0,0.0,,4,0.0,2,0.0,,18-25,very_low
12829.0,1.0,0.0,12-Dec-20,0.0,5,20.0,1.0,1,,850.0,12.0,,35.0,2.0,1.0,6.0,,0.0,64.8125,2.0,0.0,,4,0.0,2,0.0,0.3333333333333333,18-25,very_low
-12809.0,,,12-Dec-20,1.0,14,19.0,,1,1.0,450.0,1.0,2.0,,4.0,3.0,7.0,,0.08258119,62.4375,2.0,1.0,0.0,2,0.0,1,0.05,,18-25,very_low
-12815.0,,,12-Dec-20,0.0,4,42.0,0.0,2,,450.0,16.0,4.0,310.0,,6.0,4.0,217.0,0.054365485,60.59375,2.0,4.0,57.0,0,0.0,1,0.0,0.0,36-45,very_low
-12830.0,,,12-Dec-20,0.0,3,18.0,1.0,2,1.0,,3.0,1.0,,,8.0,3.0,,0.0,56.78125,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
-12823.0,,,12-Dec-20,900.0,14,31.0,1.0,2,2.0,,6.0,3.0,545.0,,0.0,,,0.183839598,35.40625,1.0,2.0,0.0,2,1.0,1,28.125,0.07142857142857142,26-35,very_low
12818.0,1.0,0.0,12-Dec-20,280.0,0,49.0,,2,,,45.0,1.0,,,0.0,,,0.440766222,34.0390625,2.0,0.0,,4,1.0,2,5.6,,46-55,very_low
-12826.0,,,12-Dec-20,0.0,2,20.0,1.0,2,,1350.0,16.0,1.0,,,0.0,,1366.0,0.03676728,53.609375,2.0,1.0,285.0,2,0.0,1,0.0,0.3333333333333333,18-25,very_low
-12822.0,,,12-Dec-20,400.0,11,19.0,,2,,,,,,,0.0,,,0.051862659,42.203125,1.0,0.0,,4,2.0,1,20.0,,18-25,very_low
-12832.0,,,12-Dec-20,0.0,12,20.0,1.0,3,,,,,,,,,,0.0,,,0.0,,3,-1.0,1,0.0,0.3333333333333333,18-25,very_low
-12820.0,,,12-Dec-20,2000.0,3,24.0,,2,,,,,,,,,,0.0,,,0.0,,3,-1.0,1,80.0,,18-25,very_low
12825.0,0.0,1.0,12-Dec-20,720.0,6,33.0,,2,,,,,,,,,,0.069584766,28.92578125,,0.0,,4,-1.0,0,21.176470588235293,,26-35,very_low
-12852.0,,,13-Dec-20,1.0,4,18.0,1.0,2,,300.0,9.0,1.0,,12.0,1.0,62.0,,0.0,88.109375,1.0,1.0,0.0,2,1.0,1,0.05263157894736842,1.0,18-25,very_low
-12855.0,,,13-Dec-20,2.0,5,21.0,2.0,1,,1650.0,13.0,3.0,120.0,9.0,3.0,31.0,93.0,0.0,86.234375,1.0,3.0,1457.0,2,1.0,1,0.09090909090909091,0.5,18-25,very_low
-12848.0,,,13-Dec-20,0.0,14,21.0,1.0,1,2.0,1650.0,5.0,1.0,39.0,13.0,2.0,16.0,1580.0,0.012157019,79.796875,3.0,1.0,0.0,2,1.0,1,0.0,0.25,18-25,very_low
12844.0,1.0,0.0,13-Dec-20,0.0,14,21.0,1.0,2,2.0,1150.0,3.0,2.0,29.0,28.0,,15.0,0.0,0.05058566,53.09375,1.0,2.0,569.0,2,1.0,2,0.0,0.25,18-25,very_low
12849.0,1.0,0.0,13-Dec-20,60.0,6,20.0,2.0,1,,,16.0,1.0,90.0,,3.0,15.0,,0.295233075,83.828125,,1.0,0.0,2,-1.0,2,2.857142857142857,0.6666666666666666,18-25,very_low
-12838.0,,,13-Dec-20,0.0,14,20.0,1.0,3,,950.0,103.0,2.0,,13.0,0.0,9.0,,0.625527205,24.5078125,1.0,1.0,0.0,2,2.0,1,0.0,0.3333333333333333,18-25,very_low
-12850.0,,,13-Dec-20,1.0,4,20.0,2.0,2,,,14.0,3.0,,,2.0,,,0.507890126,65.015625,1.0,3.0,0.0,2,-1.0,1,0.047619047619047616,0.6666666666666666,18-25,very_low
-12851.0,,,13-Dec-20,0.0,3,26.0,2.0,2,,,36.0,2.0,,,,,,0.154876679,64.4375,1.0,2.0,0.0,1,-1.0,1,0.0,0.2222222222222222,26-35,very_low
-12854.0,,,13-Dec-20,0.0,5,22.0,1.0,1,3.0,350.0,4.0,2.0,,,,,372.0,0.002336658,9.955078125,2.0,2.0,0.0,2,0.0,1,0.0,0.2,18-25,very_low
12837.0,1.0,0.0,13-Dec-20,0.0,3,32.0,,2,,,,,,,,,,0.041093798,20.5859375,2.0,0.0,,4,1.0,2,0.0,,26-35,very_low
12842.0,1.0,0.0,13-Dec-20,1.0,2,28.0,,2,,,,,,,,,,0.246948326,55.984375,,0.0,,4,-1.0,2,0.034482758620689655,,26-35,very_low
12846.0,0.0,1.0,13-Dec-20,1.0,1,19.0,1.0,1,1.0,200.0,4.0,2.0,,23.0,2.0,69.0,,0.110541436,63.390625,1.0,2.0,131.0,2,-1.0,0,0.05,0.5,18-25,very_low
12841.0,0.0,1.0,13-Dec-20,0.0,13,18.0,1.0,1,,,,,,4.0,0.0,18.0,,0.0,86.734375,1.0,0.0,,4,1.0,0,0.0,1.0,18-25,very_low
12839.0,0.0,1.0,13-Dec-20,600.0,14,19.0,,1,,,18.0,1.0,0.0,23.0,2.0,7.0,,0.146781228,43.640625,,1.0,0.0,2,-1.0,0,30.0,,18-25,very_low
12847.0,0.0,1.0,13-Dec-20,0.0,14,23.0,,2,,,,,,,,,,0.0,40.0234375,1.0,0.0,,4,2.0,0,0.0,,18-25,very_low
12870.0,1.0,0.0,14-Dec-20,400.0,2,21.0,3.0,1,,,7.0,1.0,0.0,12.0,,35.0,,0.043287958,60.40625,1.0,1.0,576.0,2,1.0,2,18.181818181818183,0.75,18-25,very_low
-12871.0,,,14-Dec-20,0.0,14,19.0,2.0,1,,,51.0,1.0,,4.0,1.0,28.0,,0.058901255,81.34375,1.0,1.0,1434.0,2,-1.0,1,0.0,1.0,18-25,very_low
12869.0,1.0,0.0,14-Dec-20,120.0,14,18.0,,1,,,,,,12.0,0.0,21.0,,0.0,22.0703125,,0.0,,4,-1.0,2,6.315789473684211,,18-25,very_low
-12858.0,,,14-Dec-20,0.0,4,22.0,1.0,3,,,9.0,4.0,,27.0,5.0,19.0,,0.103121855,58.5390625,2.0,1.0,0.0,2,2.0,1,0.0,0.2,18-25,very_low
12874.0,1.0,0.0,14-Dec-20,0.0,14,18.0,,1,,,29.0,1.0,,3.0,0.0,10.0,,0.0,76.125,,1.0,0.0,2,-1.0,2,0.0,,18-25,very_low
-12856.0,,,14-Dec-20,0.0,2,23.0,5.0,1,,500.0,11.0,3.0,621.0,11.0,,8.0,559.0,0.104563684,67.765625,1.0,3.0,1809.0,2,2.0,1,0.0,0.8333333333333334,18-25,very_low
-12857.0,,,14-Dec-20,0.0,1,18.0,0.0,1,,,,,,29.0,0.0,7.0,,0.0,61.25,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
-12861.0,,,14-Dec-20,120.0,4,18.0,,1,,,,,,2.0,0.0,,,0.18529115,56.6171875,1.0,0.0,,4,0.0,1,6.315789473684211,,18-25,very_low
-12866.0,,,14-Dec-20,500.0,2,30.0,2.0,2,1.0,1200.0,2.0,4.0,0.0,,,,,0.253025439,35.0078125,1.0,5.0,901.0,2,-1.0,1,16.129032258064516,0.15384615384615385,26-35,very_low
12863.0,1.0,0.0,14-Dec-20,1.0,14,29.0,,3,,950.0,11.0,3.0,1.0,,0.0,,992.0,0.370343986,59.890625,1.0,2.0,0.0,2,4.0,2,0.03333333333333333,,26-35,very_low
12860.0,1.0,0.0,14-Dec-20,260.0,12,24.0,,2,,,8.0,1.0,,,0.0,,,0.195753946,57.484375,,1.0,0.0,2,3.0,2,10.4,,18-25,very_low
12875.0,1.0,0.0,14-Dec-20,1.0,12,23.0,,2,,,,,,,,,,0.0,17.82421875,,0.0,,4,-1.0,2,0.041666666666666664,,18-25,very_low
12865.0,1.0,0.0,14-Dec-20,1.0,3,21.0,,2,,,,,,,,,,0.022504697,67.53125,,0.0,,4,-1.0,2,0.045454545454545456,,18-25,very_low
12862.0,1.0,0.0,14-Dec-20,100.0,14,25.0,,2,,,,,,,,,,0.0,,,0.0,,4,-1.0,2,3.8461538461538463,,18-25,very_low
12899.0,1.0,0.0,15-Dec-20,0.0,6,19.0,2.0,2,,200.0,27.0,1.0,,12.0,2.0,38.0,,0.0,35.5546875,,1.0,0.0,2,-1.0,2,0.0,1.0,18-25,very_low
-12878.0,,,15-Dec-20,0.0,2,17.0,1.0,1,,450.0,12.0,,,,4.0,8.0,,0.047005659,67.234375,1.0,0.0,,4,1.0,1,0.0,,18-25,very_low
-12891.0,,,15-Dec-20,0.0,4,18.0,2.0,1,,300.0,7.0,,100.0,6.0,,9.0,,0.0,58.390625,3.0,0.0,,4,0.0,1,0.0,2.0,18-25,very_low
-12901.0,,,15-Dec-20,0.0,5,18.0,1.0,1,1.0,,6.0,1.0,0.0,0.0,0.0,6.0,,0.0,75.71875,1.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
-12879.0,,,15-Dec-20,0.0,13,35.0,1.0,3,,2350.0,16.0,2.0,0.0,0.0,0.0,2.0,310.0,0.071856303,54.734375,1.0,2.0,2.0,2,0.0,1,0.0,0.05555555555555555,26-35,very_low
12897.0,1.0,0.0,15-Dec-20,800.0,0,37.0,,3,,300.0,45.0,,,0.0,1.0,2.0,,0.0,,,0.0,,4,-1.0,2,21.05263157894737,,36-45,very_low
-12904.0,,,15-Dec-20,0.0,11,34.0,2.0,0,,2400.0,31.0,4.0,0.0,,8.0,,2233.0,0.0,46.2109375,1.0,2.0,0.0,2,-1.0,1,0.0,0.11764705882352941,26-35,very_low
12887.0,1.0,0.0,15-Dec-20,1.0,1,27.0,,0,,300.0,14.0,1.0,,,3.0,,,0.339185468,42.859375,,1.0,0.0,2,-1.0,2,0.03571428571428571,,26-35,very_low
-12903.0,,,15-Dec-20,1000.0,5,22.0,,2,1.0,500.0,2.0,1.0,,,,,,0.110500826,67.796875,1.0,1.0,0.0,2,1.0,1,43.47826086956522,,18-25,very_low
-12884.0,,,15-Dec-20,0.0,4,23.0,1.0,2,,,16.0,,,,,,,0.074572819,66.9375,2.0,0.0,,4,1.0,1,0.0,0.16666666666666666,18-25,very_low
12896.0,1.0,0.0,15-Dec-20,120.0,1,19.0,,1,,,13.0,,,2.0,0.0,,,0.091878329,27.16796875,1.0,0.0,,4,1.0,2,6.0,,18-25,very_low
12890.0,1.0,0.0,15-Dec-20,0.0,2,45.0,,2,,,,,,,,,,0.547837906,34.9609375,,0.0,,4,-1.0,2,0.0,,36-45,very_low
-12886.0,,,15-Dec-20,1.0,2,35.0,1.0,2,,,,,,,,,,0.0,,,0.0,,3,-1.0,1,0.027777777777777776,0.05555555555555555,26-35,very_low
12883.0,1.0,0.0,15-Dec-20,1300.0,14,28.0,1.0,2,,,,,,,0.0,,,0.1329247,53.140625,,0.0,,4,3.0,2,44.827586206896555,0.09090909090909091,26-35,very_low
12895.0,0.0,1.0,15-Dec-20,1.0,14,20.0,2.0,1,,1650.0,9.0,1.0,0.0,18.0,3.0,25.0,1705.0,0.0,54.5234375,,1.0,0.0,2,4.0,0,0.047619047619047616,0.6666666666666666,18-25,very_low
12885.0,0.0,1.0,15-Dec-20,0.0,11,22.0,,2,,,,,,1.0,,3.0,,0.153369929,35.6875,,0.0,,4,-1.0,0,0.0,,18-25,very_low
12900.0,0.0,1.0,15-Dec-20,0.0,3,25.0,,2,,,,,,,,,,0.438677413,26.81640625,,0.0,,4,-1.0,0,0.0,,18-25,very_low
12882.0,0.0,1.0,15-Dec-20,1.0,0,23.0,,3,,,,,,,,,,0.0,,,0.0,,3,-1.0,0,0.041666666666666664,,18-25,very_low
-12908.0,,,16-Dec-20,1.0,2,19.0,1.0,1,2.0,1150.0,4.0,11.0,,16.0,1.0,49.0,,0.132679436,50.9921875,3.0,4.0,70.0,2,1.0,1,0.05,0.5,18-25,very_low
-12920.0,,,16-Dec-20,0.0,6,19.0,1.0,3,1.0,600.0,3.0,2.0,0.0,5.0,1.0,34.0,,0.156167108,68.765625,1.0,2.0,0.0,2,1.0,1,0.0,0.5,18-25,very_low
12919.0,1.0,0.0,16-Dec-20,500.0,2,18.0,,3,,,,,,12.0,0.0,13.0,,0.0,38.8125,,0.0,,4,-1.0,2,26.31578947368421,,18-25,very_low
-12911.0,,,16-Dec-20,1.0,11,20.0,3.0,1,,500.0,11.0,1.0,,5.0,3.0,12.0,30.0,0.022255981,54.046875,,1.0,0.0,2,4.0,1,0.047619047619047616,1.0,18-25,very_low
-12910.0,,,16-Dec-20,80.0,13,24.0,0.0,1,1.0,6750.0,4.0,1.0,,1.0,1.0,7.0,960.0,0.656765765,65.484375,1.0,1.0,1042.0,2,2.0,1,3.2,0.0,18-25,very_low
-12914.0,,,16-Dec-20,1.0,13,20.0,0.0,2,1.0,100.0,6.0,1.0,0.0,0.0,,,123.0,0.040938527,7.987304688,1.0,1.0,0.0,2,1.0,1,0.047619047619047616,0.0,18-25,very_low
12916.0,1.0,0.0,16-Dec-20,1.0,14,25.0,,2,1.0,,5.0,1.0,,,,,,0.0,,,1.0,0.0,2,-1.0,2,0.038461538461538464,,18-25,very_low
12915.0,1.0,0.0,16-Dec-20,1340.0,5,25.0,,2,1.0,,4.0,1.0,20.0,0.0,,,,0.394297835,59.921875,1.0,1.0,0.0,2,0.0,2,51.53846153846154,,18-25,very_low
-12907.0,,,16-Dec-20,0.0,14,18.0,1.0,2,,,,,,,0.0,,,0.092958655,52.640625,2.0,0.0,,4,1.0,1,0.0,1.0,18-25,very_low
-12917.0,,,16-Dec-20,0.0,4,21.0,1.0,2,,,,,,,,,,0.0,,,0.0,,3,-1.0,1,0.0,0.25,18-25,very_low
12913.0,1.0,0.0,16-Dec-20,1.0,14,29.0,,2,,,,,,,,,,0.01395803,,,0.0,,4,-1.0,2,0.03333333333333333,,26-35,very_low
-12906.0,,,16-Dec-20,0.0,14,25.0,1.0,1,,,,,,,,,,0.0,,,0.0,,3,-1.0,1,0.0,0.125,18-25,very_low
-12934.0,,,19-Dec-20,0.0,2,19.0,1.0,1,2.0,500.0,3.0,2.0,,16.0,2.0,75.0,0.0,0.092803216,69.84375,1.0,2.0,0.0,2,3.0,1,0.0,0.5,18-25,very_low
-12946.0,,,19-Dec-20,1.0,6,21.0,3.0,3,,,9.0,5.0,,16.0,3.0,57.0,,0.048561783,54.0234375,1.0,2.0,0.0,1,2.0,1,0.045454545454545456,0.75,18-25,very_low
12949.0,1.0,0.0,19-Dec-20,700.0,14,19.0,,1,,,,,,11.0,,26.0,,0.0,65.640625,,0.0,,4,-1.0,2,35.0,,18-25,very_low
12933.0,1.0,0.0,19-Dec-20,80.0,14,18.0,,1,,,,,,25.0,0.0,16.0,,0.032108949,79.71875,,0.0,,4,-1.0,2,4.2105263157894735,,18-25,very_low
12940.0,1.0,0.0,19-Dec-20,0.0,2,19.0,1.0,1,,300.0,14.0,1.0,,4.0,2.0,15.0,,0.0,83.125,1.0,1.0,209.0,2,-1.0,2,0.0,0.5,18-25,very_low
12942.0,1.0,0.0,19-Dec-20,0.0,5,17.0,1.0,1,,,,,,11.0,,40.0,,0.035492976,67.484375,,0.0,,4,-1.0,2,0.0,,18-25,very_low
-12923.0,,,19-Dec-20,0.0,0,22.0,5.0,1,,,34.0,1.0,,6.0,3.0,12.0,,0.026377201,76.4375,1.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
-12950.0,,,19-Dec-20,1.0,14,18.0,0.0,1,,,,,,0.0,0.0,8.0,,0.178880285,43.171875,,0.0,,4,4.0,1,0.05263157894736842,0.0,18-25,very_low
12939.0,1.0,0.0,19-Dec-20,500.0,13,20.0,2.0,1,,,17.0,1.0,20.0,26.0,3.0,6.0,,0.0,55.8515625,,1.0,0.0,2,-1.0,2,23.80952380952381,0.6666666666666666,18-25,very_low
-12935.0,,,19-Dec-20,0.0,13,23.0,3.0,2,2.0,1500.0,3.0,3.0,0.0,,,3.0,,0.535337364,17.76953125,3.0,3.0,3517.0,2,1.0,1,0.0,0.5,18-25,very_low
-12936.0,,,19-Dec-20,0.0,4,25.0,4.0,2,,200.0,10.0,4.0,42.0,,0.0,2.0,,0.0,41.40625,1.0,3.0,1968.0,2,1.0,1,0.0,0.5,18-25,very_low
-12944.0,,,19-Dec-20,0.0,14,25.0,1.0,2,,,52.0,3.0,,,0.0,,,0.147506023,40.8203125,,0.0,,4,-1.0,1,0.0,0.125,18-25,very_low
-12921.0,,,19-Dec-20,720.0,12,29.0,3.0,1,,,33.0,2.0,,,,,,0.0,20.94140625,1.0,2.0,0.0,2,0.0,1,24.0,0.25,26-35,very_low
-12924.0,,,19-Dec-20,2820.0,3,20.0,,2,,,,,,,0.0,,,0.0,,1.0,0.0,,4,0.0,1,134.28571428571428,,18-25,very_low
-12948.0,,,19-Dec-20,1.0,14,18.0,1.0,3,,,,,,,,,,0.0,56.4140625,,0.0,,4,-1.0,1,0.05263157894736842,1.0,18-25,very_low
-12945.0,,,19-Dec-20,0.0,10,24.0,,3,,,,,,,,,,0.841187527,38.796875,,0.0,,4,-1.0,1,0.0,,18-25,very_low
12930.0,1.0,0.0,19-Dec-20,440.0,6,42.0,,2,,,,,,,,,,0.232484325,47.4453125,,0.0,,4,-1.0,2,10.232558139534884,,36-45,very_low
-12928.0,,,19-Dec-20,0.0,14,22.0,4.0,2,,,,,,,,,,0.17209291,45.0,,0.0,,4,-1.0,1,0.0,0.8,18-25,very_low
12922.0,0.0,1.0,19-Dec-20,0.0,2,19.0,1.0,1,,,7.0,1.0,,8.0,,11.0,,0.222461941,57.234375,1.0,1.0,0.0,2,0.0,0,0.0,0.5,18-25,very_low
12938.0,0.0,1.0,19-Dec-20,1.0,2,38.0,1.0,2,1.0,50.0,2.0,3.0,,,3.0,,,0.0,29.171875,1.0,3.0,0.0,0,-1.0,0,0.02564102564102564,0.047619047619047616,36-45,very_low
12958.0,1.0,0.0,22-Dec-20,0.0,2,19.0,,1,,,,,,4.0,1.0,45.0,,0.2385454,83.9375,,0.0,,4,-1.0,2,0.0,,18-25,very_low
-12971.0,,,22-Dec-20,0.0,7,21.0,2.0,1,,50.0,49.0,1.0,,27.0,4.0,22.0,,0.0,72.484375,2.0,1.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
-12965.0,,,22-Dec-20,0.0,1,17.0,1.0,1,,,,,,7.0,0.0,18.0,,0.013356764,82.5,2.0,0.0,,4,1.0,1,0.0,,18-25,very_low
12970.0,1.0,0.0,22-Dec-20,1.0,3,16.0,1.0,1,,,,,,4.0,,18.0,,0.0,58.9609375,,0.0,,4,-1.0,2,0.058823529411764705,-1.0,18-25,very_low
12963.0,1.0,0.0,22-Dec-20,460.0,12,21.0,3.0,2,1.0,1000.0,1.0,3.0,15.0,4.0,4.0,16.0,868.0,0.0,66.59375,1.0,2.0,1088.0,0,-1.0,2,20.90909090909091,0.75,18-25,very_low
-12964.0,,,22-Dec-20,0.0,1,21.0,2.0,1,,350.0,28.0,4.0,,21.0,,11.0,217.0,0.398661739,50.875,1.0,2.0,0.0,2,1.0,1,0.0,0.5,18-25,very_low
12953.0,1.0,0.0,22-Dec-20,0.0,14,19.0,1.0,1,,,7.0,1.0,0.0,,29.0,4.0,,0.073694262,51.2265625,,1.0,0.0,2,3.0,2,0.0,0.5,18-25,very_low
-12952.0,,,22-Dec-20,2280.0,14,36.0,1.0,2,,,,,,,,2.0,,0.122528928,59.734375,,0.0,,4,-1.0,1,61.62162162162162,0.05263157894736842,36-45,very_low
-12962.0,,,22-Dec-20,1.0,2,20.0,,3,,,,,,,,,,0.159288933,39.53125,1.0,0.0,,4,0.0,1,0.047619047619047616,,18-25,very_low
12955.0,1.0,0.0,22-Dec-20,0.0,1,20.0,,2,,,,,,,,,,0.201930491,61.203125,,0.0,,4,-1.0,2,0.0,,18-25,very_low
12957.0,0.0,1.0,22-Dec-20,860.0,14,22.0,4.0,1,2.0,550.0,4.0,5.0,0.0,12.0,5.0,48.0,186.0,0.019389717,75.546875,3.0,2.0,2054.0,2,1.0,0,37.391304347826086,0.8,18-25,very_low
12956.0,0.0,1.0,22-Dec-20,0.0,14,28.0,,1,1.0,550.0,2.0,2.0,,18.0,11.0,39.0,217.0,0.226621432,53.4453125,2.0,1.0,0.0,2,1.0,0,0.0,,26-35,very_low
12968.0,0.0,1.0,22-Dec-20,0.0,2,18.0,1.0,2,,,,,,,0.0,,,0.0,3.391601563,,0.0,,4,-1.0,0,0.0,1.0,18-25,very_low
12966.0,0.0,1.0,22-Dec-20,0.0,6,18.0,1.0,2,,,,,,,,,,0.0,,,0.0,,4,-1.0,0,0.0,1.0,18-25,very_low
12979.0,1.0,0.0,23-Dec-20,600.0,1,24.0,,1,1.0,,2.0,1.0,,5.0,,27.0,,0.045506874,72.5625,,1.0,0.0,2,-1.0,2,24.0,,18-25,very_low
12973.0,1.0,0.0,23-Dec-20,0.0,14,19.0,,1,,350.0,9.0,,,21.0,,19.0,61.0,0.084709676,73.6875,,0.0,,4,-1.0,2,0.0,,18-25,very_low
12982.0,1.0,0.0,23-Dec-20,0.0,14,25.0,1.0,3,,,,,,4.0,,19.0,,0.0,39.7578125,,0.0,,4,-1.0,2,0.0,0.125,18-25,very_low
12989.0,1.0,0.0,23-Dec-20,0.0,14,18.0,0.0,1,,,,,,18.0,,14.0,,0.0,70.65625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
12975.0,1.0,0.0,23-Dec-20,400.0,14,19.0,,1,,,9.0,1.0,,25.0,25.0,12.0,,0.0,37.390625,,1.0,0.0,2,-1.0,2,20.0,,18-25,very_low
12976.0,1.0,0.0,23-Dec-20,1.0,14,22.0,,3,,,,,,,,,,0.113253283,44.78125,,0.0,,4,-1.0,2,0.043478260869565216,,18-25,very_low
-12985.0,,,23-Dec-20,980.0,8,34.0,2.0,1,1.0,,3.0,3.0,,,2.0,,,0.105241243,44.2578125,2.0,2.0,118.0,2,1.0,1,28.0,0.11764705882352941,26-35,very_low
-12974.0,,,23-Dec-20,0.0,12,26.0,2.0,2,,,17.0,,0.0,,0.0,,,0.712095344,73.671875,1.0,0.0,,4,1.0,1,0.0,0.2222222222222222,26-35,very_low
-12990.0,,,23-Dec-20,200.0,8,19.0,,2,,,,,,,0.0,,,0.004964865,45.9140625,,0.0,,4,-1.0,1,10.0,,18-25,very_low
12984.0,1.0,0.0,23-Dec-20,0.0,14,19.0,1.0,3,,,,,,,,,,0.060886077,22.7734375,,0.0,,4,-1.0,2,0.0,0.5,18-25,very_low
12977.0,1.0,0.0,23-Dec-20,0.0,14,23.0,,2,,,,,,,,,,0.139803453,64.71875,,0.0,,4,-1.0,2,0.0,,18-25,very_low
12981.0,0.0,1.0,23-Dec-20,1.0,14,20.0,2.0,1,,,,,,4.0,3.0,,,0.109330192,59.84375,,0.0,,4,-1.0,0,0.047619047619047616,0.6666666666666666,18-25,very_low
12987.0,0.0,1.0,23-Dec-20,400.0,14,20.0,,1,,,,,,,,,,0.0,92.328125,,0.0,,4,-1.0,0,19.047619047619047,,18-25,very_low
-13009.0,,,24-Dec-20,0.0,1,29.0,1.0,2,1.0,2550.0,4.0,2.0,,21.0,12.0,77.0,2572.0,0.0,51.09375,2.0,2.0,163.0,2,1.0,1,0.0,0.08333333333333333,26-35,very_low
13024.0,1.0,0.0,24-Dec-20,0.0,12,24.0,,1,2.0,600.0,4.0,1.0,1.0,17.0,6.0,48.0,1.0,0.0,87.40625,1.0,1.0,0.0,2,1.0,2,0.0,,18-25,very_low
-12992.0,,,24-Dec-20,160.0,14,19.0,,1,,,22.0,1.0,,15.0,,35.0,,0.0,64.734375,3.0,1.0,0.0,2,1.0,1,8.0,,18-25,very_low
-13032.0,,,24-Dec-20,1.0,1,20.0,2.0,1,,,17.0,1.0,0.0,8.0,3.0,29.0,,0.0,87.75,1.0,1.0,0.0,2,1.0,1,0.047619047619047616,0.6666666666666666,18-25,very_low
12995.0,1.0,0.0,24-Dec-20,0.0,14,18.0,,1,,,,,,22.0,1.0,14.0,,0.298776708,77.765625,,0.0,,4,-1.0,2,0.0,,18-25,very_low
-13013.0,,,24-Dec-20,0.0,14,18.0,1.0,1,2.0,750.0,4.0,1.0,415.0,12.0,0.0,13.0,,0.0,74.578125,3.0,1.0,402.0,1,1.0,1,0.0,1.0,18-25,very_low
-13011.0,,,24-Dec-20,0.0,14,18.0,1.0,1,2.0,750.0,4.0,1.0,416.0,13.0,0.0,12.0,,0.0,74.90625,3.0,1.0,401.0,1,1.0,1,0.0,1.0,18-25,very_low
