app_id,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date.1,target
2958,2020-06-16,1,SA,18,0,P,,,,,,5,,16,,0.516820023,54.4765625,,0,,5,-1,2035-06-04,1.0
2956,2020-06-16,0,SL,18,0,P,,,,,,12,,61,,0.0,88.96875,1,0,,5,0,2035-06-04,1.0
3169,2020-06-16,0,SO,18,0,P,,,21,1,,6,,33,,0.0,75.015625,1,1,0,3,1,2035-06-04,1.0
3163,2020-06-16,0,SH,18,0,P,2,250,2,,29,5,0,13,,0.250469183,52.59375,1,0,,5,1,2035-06-04,1.0
3021,2020-06-16,0,SF,18,0,P,,,,,,4,0,54,,0.0,70.671875,1,0,,5,0,2035-06-04,1.0
2962,2020-06-16,0,SG,18,0,P,,,13,1,,1,0,38,,0.22118422,68.125,,1,0,3,-1,2035-06-04,1.0
2878,2020-06-16,60,SA,19,0,P,,,9,1,14,1,0,47,,0.0,2.846191406,,1,0,3,-1,2035-06-04,1.0
2930,2020-06-16,0,SB,18,0,P,,,,,,25,,39,,0.0,85.296875,,0,,5,-1,2035-06-04,1.0
2882,2020-06-16,0,SO,24,2,P,,2000,7,2,0,26,6,15,63,0.014534168,70.203125,1,2,40,3,-1,2035-06-04,1.0
2959,2020-06-16,1,SM,18,0,P,,,51,1,,27,,14,,0.014527775,35.0859375,,1,0,3,4,2035-06-04,1.0
2926,2020-06-16,1,SC,18,0,P,,,,,,20,0,13,,0.097640795,81.234375,,0,,5,-1,2035-06-04,1.0
2940,2020-06-16,0,SO,18,0,P,,,,,,2,0,15,,0.0,73.125,,0,,5,-1,2035-06-04,1.0
2877,2020-06-16,0,SA,19,0,P,,,83,2,,10,2,11,,0.007312957,6.413085938,,1,0,3,-1,2035-06-04,1.0
3053,2020-06-16,0,SE,19,0,P,,,33,1,,4,,11,,0.12099915,80.140625,1,1,9,3,-1,2035-06-04,1.0
3004,2020-06-16,0,SO,19,0,P,,,11,1,0,2,0,10,,0.521795809,15.01953125,,1,0,3,4,2035-06-04,1.0
3018,2020-06-16,0,SO,18,0,P,,,,,,19,0,12,,0.049010726,65.0625,,0,,5,-1,2035-06-04,1.0
2944,2020-06-16,0,SM,18,0,P,,,,,,21,0,11,,0.0,77.546875,,0,,5,-1,2035-06-04,1.0
3148,2020-06-16,0,SK,18,0,P,,,,,,15,0,11,,0.0,75.3125,1,0,,5,0,2035-06-04,1.0
2993,2020-06-16,0,SO,18,0,P,,,10,,41,10,0,10,,0.144334012,48.75,,0,,5,4,2035-06-04,1.0
2987,2020-06-16,1,SO,18,0,P,,,58,1,,10,,10,,0.074583943,59.9375,,1,0,3,-1,2035-06-04,1.0
2874,2020-06-16,1,SC,18,0,P,,,,,,25,0,9,,0.0,80.734375,1,0,,5,0,2035-06-04,1.0
2911,2020-06-16,1,SC,18,0,P,,,,,,16,0,13,,0.534242656,32.765625,,0,,5,-1,2035-06-04,1.0
3108,2020-06-16,1,SE,16,0,P,,,,,,,,9,,0.0,75.390625,,0,,5,-1,2035-06-04,1.0
3137,2020-06-16,0,SF,18,0,P,,,,,,6,0,13,,0.070219224,48.03125,,0,,5,-1,2035-06-04,1.0
3168,2020-06-16,0,SH,18,0,P,,,25,1,,21,0,16,,0.188015527,66.546875,,1,0,3,-1,2035-06-04,1.0
3140,2020-06-16,0,SH,19,0,P,,,11,2,,5,2,7,,0.0,70.328125,1,1,0,3,2,2035-06-04,1.0
2995,2020-06-16,1,SF,18,0,P,,,15,1,,19,0,8,,0.020056221,81.359375,,1,0,3,-1,2035-06-04,1.0
3113,2020-06-16,0,SC,18,0,P,,100,10,1,0,10,1,7,,0.54557354,40.453125,,1,0,3,-1,2035-06-04,1.0
3155,2020-06-16,0,SC,18,0,P,,,35,1,,13,0,9,,0.082274846,62.109375,,1,0,3,-1,2035-06-04,1.0
3282,2020-06-17,0,SC,18,0,P,1,50,1,1,,9,,77,,0.173872163,38.2109375,1,1,0,3,1,2035-07-04,1.0
3258,2020-06-17,0,SL,19,0,P,,,10,2,1,11,1,80,,0.0,89.609375,,1,0,3,-1,2035-07-04,1.0
3405,2020-06-17,0,SD,18,0,P,,,25,1,,16,,43,,0.076746054,74.875,,1,0,3,-1,2035-07-04,1.0
3383,2020-06-17,1,SH,18,0,P,,,,,,21,0,38,,0.067231854,64,,0,,5,-1,2035-07-04,1.0
3201,2020-06-17,0,SB,20,0,P,,,13,3,,16,0,36,,0.176238694,42.3046875,1,2,0,3,-1,2035-07-04,1.0
3242,2020-06-17,0,SD,18,0,P,,,25,1,,0,,30,,0.055131977,64.21875,,1,0,3,-1,2035-07-04,1.0
3204,2020-06-17,0,SD,18,0,P,,,,,,10,0,29,,0.0,85.21875,,0,,5,-1,2035-07-04,1.0
3243,2020-06-17,1,SA,21,0,P,,,,,,0,1,27,,0.166199855,56.6484375,,0,,5,-1,2035-07-04,1.0
3358,2020-06-17,1,SL,18,0,P,,,68,1,,0,,26,,0.0,69.21875,,1,0,3,-1,2035-07-04,1.0
3194,2020-06-17,2,SO,19,0,P,,,37,1,,12,0,24,,0.063631166,56.4609375,,1,0,3,-1,2035-07-04,1.0
3250,2020-06-17,0,SF,18,0,P,,,,,,14,,23,,0.0,79.40625,,0,,5,-1,2035-07-04,1.0
3285,2020-06-17,1,SM,23,0,,,,,,,3,,19,,0.267261151,53.5546875,,0,,5,-1,2035-07-04,1.0
3389,2020-06-17,0,SB,18,0,,,,40,1,,,0,16,,0.503180783,56.0390625,,1,0,3,-1,2035-07-04,1.0
3328,2020-06-17,0,SO,18,0,P,,,,,,4,,15,,0.0,74.828125,1,0,,5,0,2035-07-04,1.0
3319,2020-06-17,0,SC,18,0,P,,,,,,,0,,,0.527108084,97.359375,,0,,5,-1,2035-07-04,1.0
3216,2020-06-17,0,SK,18,0,P,1,,5,,0,19,0,15,,0.052222425,54.828125,1,0,,5,2,2035-07-04,1.0
3239,2020-06-17,1,SK,18,0,P,,,,,,18,,12,,0.0,92.296875,,0,,5,-1,2035-07-04,1.0
3238,2020-06-17,1,SC,19,1,P,,,10,1,,16,0,10,,0.0,80.125,,1,0,3,4,2035-07-04,1.0
3357,2020-06-17,0,SM,18,0,P,1,350,2,1,,22,0,11,0,0.0,61.7734375,,1,0,3,-1,2035-07-04,1.0
3212,2020-06-17,0,SA,18,0,P,,,60,1,,10,,8,,0.101364482,57.328125,,1,0,3,-1,2035-07-04,1.0
3341,2020-06-17,120,SF,19,0,P,,,7,1,0,1,0,9,,0.065042205,,,1,0,3,3,2035-07-04,1.0
3189,2020-06-17,0,SO,18,0,P,3,250,2,2,0,14,0,7,,0.103499762,87,1,1,0,3,-1,2035-07-04,1.0
3265,2020-06-17,0,SO,19,0,P,,,12,1,0,23,0,7,,0.32295366,70.78125,,1,0,3,-1,2035-07-04,1.0
3345,2020-06-17,0,SF,18,0,P,,,,,,10,0,6,,0.047043276,48.6015625,,0,,5,-1,2035-07-04,1.0
3303,2020-06-17,0,SH,18,0,P,,,16,1,,3,0,7,,0.0,74.375,,1,0,3,-1,2035-07-04,1.0
3283,2020-06-17,0,SA,18,0,P,,,36,,84,28,,7,,0.0,79.1875,,0,,5,-1,2035-07-04,1.0
3222,2020-06-17,0,SA,18,0,P,,,22,1,,23,1,5,,0.112307152,59.3984375,,1,0,3,-1,2035-07-04,1.0
3205,2020-06-17,0,SC,19,0,P,,,,,,4,0,5,,0.0,32.6484375,,0,,5,-1,2035-07-04,1.0
3286,2020-06-17,1,SB,18,0,P,,,24,1,,6,0,3,,0.154884103,53.296875,,1,0,3,-1,2035-07-04,1.0
3260,2020-06-17,0,SC,18,0,P,,,,,,17,0,3,,0.0,70.90625,,0,,5,-1,2035-07-04,1.0
3305,2020-06-17,500,SO,30,0,R,,,74,2,,13,,3,,0.121327927,,,1,0,3,-1,2035-07-04,1.0
3275,2020-06-17,1,SK,18,0,P,,,,,,20,0,8,,0.071852236,56.0390625,,0,,5,-1,2035-07-04,1.0
3177,2020-06-17,0,SC,18,0,P,,,,,,5,0,3,,0.0,61.8203125,1,0,,5,0,2035-07-04,1.0
3321,2020-06-17,100,SC,18,0,P,,,71,2,,15,1,2,,0.037890473,82.015625,1,1,0,3,0,2035-07-04,1.0
3272,2020-06-17,0,SK,18,0,P,,,,,,24,0,9,,0.264764087,72.5,,0,,5,-1,2035-07-04,1.0
3264,2020-06-17,0,SD,18,0,P,,,,,,,,2,,0.523093304,58.2578125,,0,,5,-1,2035-07-04,1.0
3259,2020-06-17,0,SC,18,0,P,,,,,,23,0,2,,0.441626337,60.0390625,,0,,5,-1,2035-07-04,1.0
3269,2020-06-17,21,SH,19,0,P,,,41,1,,28,0,17,,0.101029564,5.727539063,,1,0,3,-1,2035-07-04,1.0
3185,2020-06-17,10,SH,17,0,P,,,,,,12,,9,,0.555321321,51.078125,,0,,5,-1,2035-07-04,1.0
3367,2020-06-17,160,SO,18,,P,,,,,,16,0,7,,0.0,43.484375,,0,,5,-1,2035-07-04,1.0
3363,2020-06-17,0,SL,28,0,P,,,57,1,,,,1,,0.002212599,71.109375,1,1,0,3,2,2035-07-04,1.0
3254,2020-06-17,1,SC,19,0,P,,250,12,1,,10,1,11,,0.0,76.890625,,1,0,3,-1,2035-07-04,1.0
3326,2020-06-17,0,SA,19,0,P,,,19,,26,11,1,11,,0.0,45.4375,,0,,5,-1,2035-07-04,1.0
3291,2020-06-17,0,SF,18,0,P,,,,,,1,2,13,,0.0,95.96875,1,0,,5,0,2035-07-04,1.0
3311,2020-06-17,0,SB,18,0,P,,,27,1,,,,,,0.0,47.4453125,,1,0,3,-1,2035-07-04,1.0
3284,2020-06-17,1,SD,18,0,P,,,22,1,,1,0,3,,0.15584621,60.0625,,1,0,3,-1,2035-07-04,1.0
3253,2020-06-17,0,SN,25,1,H,3,1200,3,3,,,,,0,0.157625964,47.609375,2,3,642,3,1,2035-07-04,1.0
3220,2020-06-17,0,SH,18,0,P,,,,,,20,,14,,0.0,88.0625,,0,,5,-1,2035-07-04,1.0
3182,2020-06-17,0,SO,18,0,P,,,,,,1,0,14,,0.038202194,83.09375,1,0,,5,0,2035-07-04,1.0
3368,2020-06-17,1,SM,18,0,P,1,,3,1,,3,0,16,,0.0,34.875,1,1,0,3,0,2035-07-04,1.0
3214,2020-06-17,0,SO,18,0,P,,,,,,5,2,15,,0.084513545,39.296875,,0,,5,-1,2035-07-04,1.0
3224,2020-06-17,0,SM,23,4,P,,,12,,59,10,6,9,,0.0,58,1,0,,5,1,2035-07-04,1.0
3280,2020-06-17,0,SO,18,0,P,,,7,1,,19,0,11,,0.0,75.609375,,1,0,3,-1,2035-07-04,1.0
3378,2020-06-17,440,SM,26,5,R,,2950,7,2,0,,,,0,0.073473026,30.69921875,1,2,3190,3,3,2035-07-04,1.0
3364,2020-06-17,1,SM,18,0,P,,,34,1,,,,,,0.285402532,66.65625,,1,0,3,-1,2035-07-04,1.0
3313,2020-06-17,1,SC,19,0,P,,,12,1,0,,1,,,0.003732994,58.21875,1,1,0,3,2,2035-07-04,1.0
3252,2020-06-17,0,SH,18,0,P,,150,7,1,,10,0,50,,0.031805905,86.734375,,1,0,3,3,2035-07-04,1.0
3399,2020-06-17,0,SF,18,0,P,,,14,1,,13,0,18,,0.000574149,64.328125,,1,0,3,-1,2035-07-04,1.0
3308,2020-06-17,0,SA,18,0,P,,,45,1,,17,0,21,,0.0,34.9765625,,1,0,3,-1,2035-07-04,1.0
3381,2020-06-17,1,SM,21,1,R,,,,,,,,,,0.0,,,0,,4,-1,2035-07-04,1.0
3290,2020-06-17,0,SA,18,0,P,,,,,,,,,,0.0,,,0,,4,-1,2035-07-04,1.0
3203,2020-06-17,0,SO,20,0,R,,,,,,,,,,0.221876171,39.609375,,0,,5,-1,2035-07-04,1.0
3196,2020-06-17,0,SC,18,0,P,,,,,,,0,,,0.03859881,18.1640625,,0,,5,-1,2035-07-04,1.0
3207,2020-06-17,0,SD,18,0,P,,,,,,9,0,55,,0.063492205,81.546875,,0,,5,-1,2035-07-04,0.0
3181,2020-06-17,0,SL,18,0,P,,,,,,21,1,27,,0.251034427,47.8984375,,0,,5,-1,2035-07-04,1.0
3387,2020-06-17,0,SO,16,0,P,,,,,,,,31,,0.067996457,57.65625,,0,,5,-1,2035-07-04,1.0
3195,2020-06-17,1,SF,20,0,P,1,300,4,1,0,7,4,55,124,0.041831668,83.421875,,1,0,3,3,2035-07-04,0.0
3410,2020-06-17,1,SL,21,0,P,1,2000,2,3,130,13,4,41,,0.0,67.34375,1,2,1890,3,-1,2035-07-04,0.0
3215,2020-06-17,0,SC,18,0,P,,,,,,14,0,36,,0.046273732,50.515625,,0,,5,-1,2035-07-04,0.0
3298,2020-06-17,0,SB,18,0,P,,,,,,8,0,32,,0.01902158,60.2109375,,0,,5,-1,2035-07-04,0.0
3352,2020-06-17,20,SF,18,0,P,,,67,1,,18,0,28,,0.563873228,64.796875,1,1,0,3,0,2035-07-04,0.0
3228,2020-06-17,500,SO,18,0,P,1,500,5,1,80,5,2,16,372,0.0,99,1,1,0,3,2,2035-07-04,0.0
3297,2020-06-17,0,SL,22,5,P,,3400,17,2,0,2,3,24,434,0.0,52.6015625,1,2,3296,3,-1,2035-07-04,0.0
3234,2020-06-17,1,SO,21,,,,,,,,,,,,0.0,,,0,,4,-1,2035-07-04,1.0
3235,2020-06-17,0,SB,18,0,P,,,,,,,12,15,,0.385301866,87.859375,,0,,5,-1,2035-07-04,0.0
3217,2020-06-17,1,SO,18,0,P,1,150,4,1,,,,8,,0.0,71.390625,1,1,0,3,2,2035-07-04,0.0
3312,2020-06-17,0,SL,19,0,P,3,800,2,2,0,2,1,6,775,0.0,47.53125,2,1,0,3,1,2035-07-04,0.0
3249,2020-06-17,0,SO,19,0,P,,,33,1,,2,1,1,,0.301109727,33.546875,,1,0,3,-1,2035-07-04,0.0
3293,2020-06-17,0,SO,18,0,P,,,23,1,,7,0,3,,0.515254965,49.6640625,1,1,30,3,-1,2035-07-04,0.0
3256,2020-06-17,0,SC,20,2,P,,1450,12,1,79,28,1,9,,0.024678349,62.078125,1,1,1636,3,3,2035-07-04,0.0
3380,2020-06-17,1,SH,19,1,P,,,25,1,,4,0,2,,0.12754552,76.421875,,1,0,3,3,2035-07-04,0.0
3317,2020-06-17,600,SB,20,0,P,,,7,1,0,4,2,2,,0.222767162,59.5703125,2,0,,2,2,2035-07-04,0.0
3193,2020-06-17,0,SD,18,0,P,1,350,2,,,17,0,38,30,0.0,76.25,,0,,5,-1,2035-07-04,1.0
3178,2020-06-17,1000,SO,24,0,R,1,150,1,,,,,,,0.0,,2,0,,5,1,2035-07-04,0.0
3361,2020-06-17,1,SO,20,0,R,,,,,,,,,,0.13938496,36.921875,1,0,,5,0,2035-07-04,0.0
3295,2020-06-17,0,SL,20,0,P,,500,9,4,310,,0,,279,0.0,83.65625,1,1,0,3,-1,2035-07-04,0.0
3371,2020-06-17,0,SH,18,0,P,,,,,,,,,,0.248693171,58.5234375,,0,,5,-1,2035-07-04,0.0
3296,2020-06-17,0,SO,19,1,P,1,,2,1,1,,,,,0.45444141,49.34375,1,1,0,3,1,2035-07-04,0.0
3395,2020-06-17,1,SD,20,0,P,1,,4,1,0,,1,,,0.114639892,65.640625,,1,0,3,-1,2035-07-04,0.0
3376,2020-06-17,1,SO,24,0,P,,,38,1,,,,,,0.0,,1,1,95,3,-1,2035-07-04,0.0
3179,2020-06-17,0,SM,19,0,P,2,1500,4,2,0,,2,,,0.026267351,67.859375,2,2,107,2,1,2035-07-04,0.0
3229,2020-06-17,0,SA,19,0,P,,,,,,,3,,,0.0,62.484375,,0,,5,-1,2035-07-04,0.0
3340,2020-06-17,0,SO,18,1,P,,,,,,,,1,,0.124332348,55.359375,,0,,5,-1,2035-07-04,0.0
3288,2020-06-17,0,SB,19,0,P,,,12,1,,0,0,3,,0.0,60.21875,,1,0,3,3,2035-07-04,0.0
3267,2020-06-17,21,SB,19,0,P,1,,3,1,0,24,1,5,,0.0,73.765625,2,1,0,3,1,2035-07-04,0.0
3247,2020-06-17,0,SO,18,0,P,,,,,,10,0,11,,0.0,64.5,1,0,,5,0,2035-07-04,0.0
3208,2020-06-17,1,SM,19,0,P,,,17,1,35,3,1,5,,0.372206525,70.140625,,1,0,3,3,2035-07-04,0.0
3360,2020-06-17,440,SA,48,3,R,1,3950,1,1,25,,7,,0,0.303683892,35.9609375,2,1,0,3,0,2035-07-04,0.0
3339,2020-06-17,1,SA,19,1,P,,,46,1,,10,1,8,,0.1406536,43.140625,,1,0,3,-1,2035-07-04,0.0
3287,2020-06-17,0,SA,19,0,P,,,30,1,,0,0,8,,0.270145536,57.15625,1,1,0,3,1,2035-07-04,0.0
3324,2020-06-17,1,SO,19,0,P,,350,7,,,19,3,25,157,0.01538683,85.609375,,0,,5,-1,2035-07-04,0.0
3336,2020-06-17,0,SG,19,0,P,,,6,2,40,2,1,13,,0.188441909,62.7890625,1,1,0,3,3,2035-07-04,0.0
3354,2020-06-17,0,SO,19,0,P,,,32,1,,15,,10,,0.777196674,83.4375,,1,0,3,-1,2035-07-04,0.0
3351,2020-06-17,0,SO,18,0,P,,,,,,2,0,15,,0.0,,,0,,5,-1,2035-07-04,1.0
3190,2020-06-17,0,SD,19,0,P,,,,,,2,,16,,0.093024294,73.484375,,0,,5,-1,2035-07-04,0.0
3398,2020-06-17,0,SE,19,0,P,,,26,1,,9,0,21,,0.353924403,46.7890625,,1,0,3,-1,2035-07-04,0.0
3385,2020-06-17,0,SB,18,0,P,,,,,,2,0,26,,0.215331054,68.640625,,0,,5,-1,2035-07-04,0.0
3213,2020-06-17,1,SB,27,0,P,,,,,,,,,,0.104499284,40.1328125,2,0,,5,0,2035-07-04,0.0
3304,2020-06-17,580,SO,21,0,P,,1750,21,2,0,4,1,25,1798,0.0,93.546875,1,1,0,3,-1,2035-07-04,0.0
3690,2020-06-21,0,SM,18,0,P,,,,,,14,1,105,,0.136994079,69.859375,,0,,5,-1,2035-11-04,1.0
3601,2020-06-21,0,SO,18,0,P,,,13,2,,6,0,73,,0.086807383,70.6875,1,1,0,3,-1,2035-11-04,1.0
3546,2020-06-21,1,SM,18,0,P,,,12,1,,15,0,40,,0.227574145,60.703125,2,1,0,3,0,2035-11-04,1.0
3563,2020-06-21,0,SB,18,0,P,1,,2,1,0,26,0,40,,0.191158554,51.6484375,2,1,0,3,0,2035-11-04,1.0
3430,2020-06-21,1,SO,18,0,P,1,650,2,1,,20,0,37,,0.0,84.359375,2,1,0,3,0,2035-11-04,1.0
3803,2020-06-21,1,SO,21,1,P,,3300,13,3,,20,4,37,311,0.038350499,53.1953125,1,2,753,3,-1,2035-11-04,1.0
3791,2020-06-21,0,SO,19,0,P,,50,20,1,,26,2,34,,0.079192911,74.578125,1,1,0,3,0,2035-11-04,1.0
3816,2020-06-21,1,SO,18,0,P,,,,,,8,0,33,,0.019296434,80.265625,,0,,5,-1,2035-11-04,1.0
3653,2020-06-21,0,SO,19,0,P,,,15,,1,8,2,30,,0.263145304,61.984375,,0,,5,-1,2035-11-04,1.0
3802,2020-06-21,0,SA,19,0,P,,,7,1,0,4,1,29,,0.065945097,86.765625,,1,0,2,3,2035-11-04,1.0
3538,2020-06-21,0,SO,17,0,P,,,,,,2,,28,,0.0,90.75,1,0,,5,0,2035-11-04,1.0
3519,2020-06-21,0,SC,19,0,P,,100,20,1,,11,1,26,,0.233753901,52.7578125,1,1,0,3,0,2035-11-04,1.0
3737,2020-06-21,120,SA,18,,P,,,,,,17,0,24,,0.04252011,82.328125,,0,,5,-1,2035-11-04,1.0
3772,2020-06-21,2,SH,19,0,P,,,7,1,0,18,0,23,,0.011534125,57.9609375,,1,0,3,-1,2035-11-04,1.0
3782,2020-06-21,0,SN,20,0,P,,,23,,74,13,1,24,,0.015743625,68.078125,1,0,,5,1,2035-11-04,1.0
3799,2020-06-21,0,SE,19,0,P,,,17,2,,4,,24,,0.0,11.50976563,1,1,0,3,-1,2035-11-04,1.0
3486,2020-06-21,0,SC,18,0,P,,,29,1,,10,0,23,,0.0,78.8125,1,1,0,3,0,2035-11-04,1.0
3698,2020-06-21,0,SK,18,0,P,,,,,,12,,24,,0.0,78.328125,,0,,5,-1,2035-11-04,1.0
3584,2020-06-21,1,SO,16,,P,,,,,,21,,22,,0.086361344,46.03125,,0,,5,-1,2035-11-04,1.0
3660,2020-06-21,0,SK,18,0,P,,,29,1,,5,0,21,,0.0,70.171875,,1,0,3,-1,2035-11-04,1.0
3646,2020-06-21,0,SH,18,0,P,2,850,3,1,,11,0,33,,0.063124803,81.15625,1,1,0,3,1,2035-11-04,1.0
3813,2020-06-21,100,SO,18,0,P,,,,,,6,0,20,,0.029661098,54.4453125,,0,,5,-1,2035-11-04,1.0
3424,2020-06-21,200,SH,18,0,P,,,10,2,,1,1,21,,0.0,62.9765625,1,1,0,3,0,2035-11-04,1.0
3448,2020-06-21,0,SA,18,0,P,,,,,,13,0,36,,0.072740576,80.734375,1,0,,5,0,2035-11-04,1.0
3465,2020-06-21,0,SO,19,0,P,,,10,1,0,22,13,20,,0.007549575,77.125,1,1,0,3,0,2035-11-04,1.0
3668,2020-06-21,0,SD,18,0,P,,,24,1,,6,0,18,,0.89283222,68.296875,1,1,0,3,2,2035-11-04,1.0
3691,2020-06-21,1,SH,19,0,P,2,750,5,1,,3,0,19,,0.114900668,55.7734375,1,1,0,3,2,2035-11-04,1.0
3470,2020-06-21,0,SD,18,0,P,,,,,,4,0,18,,0.038294221,57.546875,1,0,,5,0,2035-11-04,1.0
3639,2020-06-21,0,SA,18,0,P,,,,,,4,0,18,,0.062197233,54.8125,,0,,5,-1,2035-11-04,1.0
3509,2020-06-21,0,SM,19,0,P,1,,5,1,0,15,1,17,,0.023411908,60.5390625,2,1,0,3,0,2035-11-04,1.0
3686,2020-06-21,0,SO,18,0,P,,,,,,,,16,,0.175591743,79.5,,0,,5,-1,2035-11-04,1.0
3821,2020-06-21,0,SC,19,0,P,,,44,1,,21,1,58,,0.237135699,78.421875,1,0,,3,0,2035-11-04,1.0
3633,2020-06-21,0,SK,19,0,P,,,,,,7,2,16,,0.003304555,71.328125,,0,,5,-1,2035-11-04,1.0
3438,2020-06-21,0,SO,18,0,P,,,24,1,,25,0,15,,0.034597379,85.859375,1,1,0,3,0,2035-11-04,1.0
3789,2020-06-21,1,SC,18,0,P,,,22,1,,17,0,16,,0.0,75.5,,1,0,3,-1,2035-11-04,1.0
3555,2020-06-21,0,SC,18,0,P,,,16,1,,15,2,16,,0.001552249,93.0625,1,1,0,3,0,2035-11-04,1.0
3572,2020-06-21,0,SO,18,0,P,1,,2,1,,15,,16,,0.022702924,76.890625,1,1,0,3,0,2035-11-04,1.0
3449,2020-06-21,0,SH,18,0,P,,,,,,5,0,13,,0.103757957,72.484375,1,0,,5,0,2035-11-04,1.0
3614,2020-06-21,0,SK,18,0,P,,,,,,10,0,14,,0.0,64.734375,,0,,5,-1,2035-11-04,1.0
3676,2020-06-21,0,SO,18,0,P,1,,5,2,,3,,13,,0.219755171,28.74609375,1,1,0,3,-1,2035-11-04,1.0
3608,2020-06-21,0,SL,18,0,P,,,18,1,,9,0,14,,0.206752358,89.3125,,1,0,3,-1,2035-11-04,1.0
3498,2020-06-21,0,SO,19,0,P,,,15,1,,15,0,12,,0.0,68.53125,1,1,0,3,0,2035-11-04,1.0
3852,2020-06-21,0,SA,21,0,P,,,31,1,0,4,2,12,,0.616914082,39.234375,1,1,0,3,2,2035-11-04,1.0
3587,2020-06-21,0,SL,19,0,P,,,10,1,,17,2,12,,0.010529607,71.328125,1,1,0,3,0,2035-11-04,1.0
3522,2020-06-21,0,SN,19,0,P,,,9,,,26,0,11,,0.0,83.96875,1,0,,5,0,2035-11-04,1.0
3734,2020-06-21,1,SF,18,0,P,,,,,,2,0,11,,0.0,83.0625,,0,,5,-1,2035-11-04,1.0
3464,2020-06-21,0,SB,19,0,P,,,11,2,,5,0,84,,0.249600305,70.984375,1,1,0,3,0,2035-11-04,1.0
3655,2020-06-21,0,SM,18,0,P,,,,,,15,1,11,,0.0,84.3125,,0,,5,-1,2035-11-04,1.0
3795,2020-06-21,0,SC,21,3,P,1,1250,2,1,0,9,2,9,0,0.55148609,65.65625,,1,0,3,-1,2035-11-04,1.0
3728,2020-06-21,0,SA,18,0,P,,,44,1,,12,0,8,,0.0,70.6875,,1,0,3,-1,2035-11-04,1.0
3718,2020-06-21,1,SH,19,0,P,,,8,,,11,2,8,,0.249497175,46.265625,1,0,,5,0,2035-11-04,1.0
3822,2020-06-21,1,SA,19,0,P,,,35,1,,13,2,9,,0.022496858,53.1640625,,1,0,3,-1,2035-11-04,1.0
3615,2020-06-21,0,SM,19,0,P,,,,,,4,3,11,,0.091152443,84.46875,,0,,5,-1,2035-11-04,1.0
3757,2020-06-21,0,SE,18,0,P,,,,,,25,0,7,,0.081625153,74.875,1,0,,5,0,2035-11-04,1.0
3426,2020-06-21,0,SO,18,0,P,,,,,,12,0,7,,0.323626071,56.8671875,1,0,,5,0,2035-11-04,1.0
3422,2020-06-21,0,SB,18,0,P,,,12,2,0,7,0,7,,0.256246461,59.7578125,1,1,0,3,0,2035-11-04,1.0
3850,2020-06-21,0,SO,19,0,,,,30,1,,2,1,7,,0.217062573,34.265625,1,1,0,3,2,2035-11-04,1.0
3588,2020-06-21,0,SE,18,0,P,,,10,1,,6,0,7,,0.020780461,62.234375,,1,0,3,-1,2035-11-04,1.0
3685,2020-06-21,0,SK,18,0,P,,,22,1,,15,0,7,,0.061080215,67.40625,,1,0,3,-1,2035-11-04,1.0
3673,2020-06-21,1,SO,20,0,P,1,100,2,2,60,1,1,6,,0.0,66.828125,1,2,115,3,1,2035-11-04,1.0
3612,2020-06-21,1,SO,20,0,P,,350,22,1,0,,,6,,0.0,68.0625,1,1,13,3,-1,2035-11-04,1.0
3751,2020-06-21,0,SA,22,3,P,,,26,,,27,2,10,,0.555266595,48.390625,1,0,,5,1,2035-11-04,1.0
3744,2020-06-21,1,SB,19,0,P,1,2100,2,,0,1,1,5,0,0.109662484,56.1328125,1,0,,5,0,2035-11-04,1.0
3743,2020-06-21,0,SF,18,0,P,2,350,2,2,,28,0,4,,0.110816429,55.59375,1,1,0,3,0,2035-11-04,1.0
3712,2020-06-21,0,SK,19,0,P,,,66,1,,21,2,3,,0.0,81.828125,,1,0,3,-1,2035-11-04,1.0
3589,2020-06-21,0,SO,19,0,P,,,,,,14,1,4,,0.212875913,50.2265625,,0,,5,-1,2035-11-04,1.0
3594,2020-06-21,0,SB,20,0,P,1,,5,1,0,4,,3,,0.025491017,64.515625,1,1,0,3,1,2035-11-04,1.0
3760,2020-06-21,0,SC,17,0,P,,,,,,,,4,,0.062845108,40.84375,,0,,5,-1,2035-11-04,1.0
3428,2020-06-21,0,SO,19,0,P,,,,,,6,1,3,,0.201115161,52.1171875,1,0,,5,0,2035-11-04,1.0
3768,2020-06-21,0,SA,18,0,P,,,18,1,,9,0,11,,0.0,66.25,,1,0,3,-1,2035-11-04,1.0
3730,2020-06-21,0,SO,18,0,P,,,45,1,,20,0,4,,0.0,65.984375,,1,0,3,-1,2035-11-04,1.0
3709,2020-06-21,0,SF,18,0,P,,,,,,,,2,,0.249024398,77.15625,,0,,5,-1,2035-11-04,1.0
3597,2020-06-21,0,SO,18,0,P,,,13,1,,11,0,11,,0.0,67.8125,,1,0,3,-1,2035-11-04,1.0
3732,2020-06-21,0,SA,18,0,P,,,,,,,0,5,,0.016521428,76.78125,,0,,5,-1,2035-11-04,1.0
3785,2020-06-21,0,SA,18,0,P,,,,,,21,,12,,0.0,78.625,,0,,5,-1,2035-11-04,1.0
