app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date 
5529,1,0,29-Jun-20,0,SH,18,1,P,1,.,3,1,0,14,.,5,.,0.054760029,74.515625,1,1,0,3,1,19/04/2035
-5521,.,.,29-Jun-20,0,SM,18,1,P,.,.,.,.,.,6,1,4,.,0.054571599,92.453125,.,0,.,5,-1,19/04/2035
5497,1,0,29-Jun-20,0,SC,18,1,P,.,.,.,.,.,10,.,8,.,0.244157577,49.3046875,.,0,.,5,4,19/04/2035
5479,1,0,29-Jun-20,0,SK,18,0,P,.,.,.,.,.,9,0,4,.,0.04683354,72.734375,.,0,.,5,-1,19/04/2035
5630,1,0,29-Jun-20,0,SC,19,1,P,.,.,33,1,.,1,0,5,.,0.158349678,62.921875,.,1,0,3,-1,19/04/2035
-5523,.,.,29-Jun-20,0,SE,21,1,P,.,50,17,1,0,.,0,4,.,0.001697278,60.8125,1,1,0,3,0,19/04/2035
5489,1,0,29-Jun-20,0,SC,18,1,P,.,.,36,1,.,5,4,10,.,0.10575395,26.96484375,.,1,0,3,-1,19/04/2035
5568,1,0,29-Jun-20,0,SA,18,0,P,.,.,.,.,.,16,0,4,.,0,81.703125,.,0,.,5,-1,19/04/2035
5700,1,0,29-Jun-20,1,SC,18,0,P,.,.,.,.,.,19,0,4,.,0,66.625,.,0,.,5,-1,19/04/2035
-5606,.,.,29-Jun-20,0,SD,18,1,P,.,.,.,.,.,16,1,4,.,0,42.4609375,.,0,.,5,-1,19/04/2035
5587,1,0,29-Jun-20,0,SC,24,6,P,.,500,30,2,.,11,6,12,.,0,55.3828125,2,2,1711,3,0,19/04/2035
-5519,.,.,29-Jun-20,700,SD,27,1,R,1,.,6,1,.,.,.,4,.,0.438374763,53.90625,1,1,0,3,2,19/04/2035
5665,1,0,29-Jun-20,0,SO,18,1,P,1,.,2,.,0,25,0,3,.,0.020942825,37.9765625,1,0,.,5,1,19/04/2035
5472,1,0,29-Jun-20,0,SF,19,0,P,.,.,20,3,.,3,2,2,.,0.294550192,47.0859375,1,2,0,3,-1,19/04/2035
-5711,.,.,29-Jun-20,0,SN,24,2,P,1,4250,3,3,0,5,7,3,.,0.365724921,75.703125,2,3,1181,3,1,19/04/2035
-5561,.,.,29-Jun-20,1,SO,21,1,P,.,350,21,1,.,.,.,2,0,0.092584257,38.640625,3,1,1150,3,0,19/04/2035
5610,1,0,29-Jun-20,0,SB,18,1,P,.,.,.,.,.,27,0,3,.,0,78.421875,1,0,.,5,0,19/04/2035
5473,1,0,29-Jun-20,0,SC,19,0,P,.,.,.,.,.,.,.,2,.,0.192522416,67.203125,.,0,.,5,-1,19/04/2035
-5538,.,.,29-Jun-20,0,SE,25,1,P,.,.,16,2,51,3,7,2,.,0.102224545,47.9453125,.,1,0,3,3,19/04/2035
5588,1,0,29-Jun-20,0,SO,18,1,P,.,.,7,1,.,4,0,15,.,0,54.2109375,.,1,0,3,-1,19/04/2035
-5470,.,.,29-Jun-20,0,SH,19,1,P,.,.,32,1,.,7,1,13,.,0,44.3203125,.,1,0,3,-1,19/04/2035
5492,1,0,29-Jun-20,1,SE,19,1,P,.,.,101,2,.,2,2,15,.,0.593514258,24.05078125,1,1,0,3,2,19/04/2035
5535,1,0,29-Jun-20,0,SO,18,1,P,.,.,32,1,.,.,0,.,.,0.281743623,47.515625,.,1,0,3,-1,19/04/2035
-5485,.,.,29-Jun-20,0,SO,19,1,P,.,.,27,1,.,2,0,.,.,0.195901022,58.890625,.,1,0,3,-1,19/04/2035
-5702,.,.,29-Jun-20,0,SM,16,0,P,.,.,.,.,.,.,.,.,.,0.065042973,37.5,.,0,.,5,-1,19/04/2035
5615,1,0,29-Jun-20,1,SK,18,1,P,.,.,.,.,.,1,0,2,.,0.081563995,69.609375,.,0,.,5,-1,19/04/2035
-5641,.,.,29-Jun-20,0,SE,32,3,,.,1250,14,2,1,.,.,.,401,0.081802791,7.05078125,1,2,0,3,-1,19/04/2035
5679,1,0,29-Jun-20,800,SE,22,1,P,1,.,5,2,0,.,.,.,.,0.218451063,60.765625,1,2,0,3,2,19/04/2035
-5525,.,.,29-Jun-20,0,SE,18,1,P,.,.,57,1,.,.,.,3,.,0.065844894,78.375,.,1,0,3,-1,19/04/2035
5556,1,0,29-Jun-20,0,SO,18,1,P,1,.,1,2,0,.,0,.,.,0.202995509,74.515625,1,2,0,3,-1,19/04/2035
-5502,.,.,29-Jun-20,0,SE,18,0,P,1,.,2,1,.,13,0,2,.,0,82.53125,.,1,0,3,-1,19/04/2035
5661,1,0,29-Jun-20,1360,SO,43,2,R,.,300,29,1,.,.,4,.,.,0,51.7734375,1,1,373,3,-1,19/04/2035
-5697,.,.,29-Jun-20,0,SM,35,2,R,.,1300,6,1,.,.,.,.,.,0.274025954,53.015625,1,1,486,3,-1,19/04/2035
-5591,.,.,29-Jun-20,0,SA,18,1,P,.,.,40,1,.,6,0,19,.,0.028676604,62.09375,.,1,0,3,-1,19/04/2035
-5680,.,.,29-Jun-20,0,SM,21,3,P,.,4750,7,8,16,17,3,19,0,0.016936227,78.28125,1,7,636,3,3,19/04/2035
-5682,.,.,29-Jun-20,0,SO,28,2,R,1,300,6,1,.,.,.,.,.,1.217999838,11.4453125,1,1,0,3,0,19/04/2035
5632,1,0,29-Jun-20,460,SO,19,1,P,1,350,4,1,.,.,1,.,0,0.008647802,72.875,1,1,0,3,0,19/04/2035
-5695,.,.,29-Jun-20,0,SO,20,1,P,.,.,.,.,.,.,.,.,.,0,16.24609375,.,0,.,5,-1,19/04/2035
5614,1,0,29-Jun-20,0,SO,24,3,P,.,.,.,.,.,.,.,.,.,0.057318637,74.125,.,0,.,5,-1,19/04/2035
5570,1,0,29-Jun-20,0,SH,19,1,P,.,.,.,.,.,.,.,.,.,0,50.8125,.,0,.,5,-1,19/04/2035
-5710,.,.,29-Jun-20,0,SC,18,1,P,.,.,.,.,.,1,0,1,.,0.139931906,36.8046875,.,0,.,5,-1,19/04/2035
-5536,.,.,29-Jun-20,1,SH,18,0,P,.,.,.,.,.,.,0,.,.,0.167964187,46.125,.,0,.,5,-1,19/04/2035
5533,1,0,29-Jun-20,0,SO,23,.,,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,19/04/2035
5504,1,0,29-Jun-20,0,SO,18,1,P,.,.,.,.,.,3,0,20,.,0,49.875,1,0,.,5,0,19/04/2035
-5518,.,.,29-Jun-20,0,SE,18,1,P,.,.,.,.,.,.,.,.,.,0.034212324,62.953125,.,0,.,5,-1,19/04/2035
-5505,.,.,29-Jun-20,0,SF,29,.,R,.,.,.,.,.,.,.,.,.,0.130324276,27.47265625,.,0,.,5,-1,19/04/2035
-5455,.,.,29-Jun-20,240,FT,16,.,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,5,-1,19/04/2035
5590,0,1,29-Jun-20,0,SC,23,1,P,.,.,29,1,61,18,4,35,.,0,80.546875,1,1,0,3,0,19/04/2035
5555,0,1,29-Jun-20,0,SO,18,1,P,.,.,8,1,.,10,1,35,.,0.01741423,95.015625,.,0,.,5,3,19/04/2035
5597,0,1,29-Jun-20,0,SK,18,1,P,.,.,20,.,24,9,0,29,.,0.0497439,62.8046875,1,0,.,5,0,19/04/2035
5637,1,0,29-Jun-20,0,SD,19,1,P,.,.,7,1,1,5,1,51,.,0.177382967,76.171875,.,1,0,3,3,19/04/2035
5636,1,0,29-Jun-20,0,SA,20,1,P,.,500,7,2,.,22,3,25,.,0,59.1796875,1,2,0,3,-1,19/04/2035
5514,1,0,29-Jun-20,0,SA,18,1,P,.,.,36,1,.,12,.,28,.,0,62.8125,.,1,0,3,-1,19/04/2035
-5651,.,.,29-Jun-20,0,SF,18,1,P,1,.,2,.,0,6,1,27,.,0.350303667,45.34375,1,0,.,5,1,19/04/2035
5480,0,1,29-Jun-20,0,SO,21,2,P,.,.,22,1,0,23,0,24,.,0.052488898,75.359375,.,1,0,3,-1,19/04/2035
-5515,.,.,29-Jun-20,1,SE,18,1,P,.,.,.,.,.,6,0,29,.,0,69.953125,.,0,.,5,-1,19/04/2035
5532,0,1,29-Jun-20,0,SO,18,1,P,.,.,12,1,129,15,.,32,.,0.451061403,49.1953125,.,1,0,3,-1,19/04/2035
5664,0,1,29-Jun-20,1,SE,18,1,P,.,.,.,.,.,3,0,23,.,0.076636247,68,.,0,.,5,-1,19/04/2035
5457,0,1,29-Jun-20,0,SO,21,1,P,2,350,3,1,0,6,2,21,123,0.222301399,70.6875,.,1,0,3,4,19/04/2035
5656,0,1,29-Jun-20,0,SB,20,0,P,3,250,2,2,205,4,0,19,1,0.239402409,84.6875,2,2,265,3,1,19/04/2035
-5685,.,.,29-Jun-20,1,SO,21,1,,1,1900,2,2,1,13,2,50,1,0.19082744,79.828125,2,2,1679,3,1,19/04/2035
5643,1,0,29-Jun-20,1,SC,23,1,P,.,950,37,1,424,7,6,31,.,0.141645139,66.28125,.,0,.,2,-1,19/04/2035
5648,0,1,29-Jun-20,0,SC,20,1,P,.,300,11,1,0,5,2,17,.,0.3435016,59.4140625,1,1,102,3,1,19/04/2035
-5565,.,.,29-Jun-20,0,SO,21,1,P,1,.,4,1,475,.,.,.,.,0.036737131,37.25,.,1,0,3,-1,19/04/2035
5516,0,1,29-Jun-20,0,SN,18,1,P,1,.,5,.,0,14,0,18,.,0.151595305,40.125,1,0,.,5,2,19/04/2035
5670,0,1,29-Jun-20,0,SH,19,1,P,.,.,17,.,.,14,0,16,.,0.029812673,71.203125,.,0,.,5,-1,19/04/2035
5449,0,1,29-Jun-20,600,SO,18,1,P,1,.,1,1,86,10,.,30,.,0.536332728,57.3125,2,1,0,3,1,19/04/2035
5693,0,1,29-Jun-20,0,SB,19,1,P,.,.,32,1,.,17,2,15,.,0.500308611,79.203125,.,1,0,3,-1,19/04/2035
5542,1,0,29-Jun-20,0,SB,18,1,P,.,.,.,.,.,17,0,37,.,0.374448004,77.375,.,0,.,5,-1,19/04/2035
5541,1,0,29-Jun-20,0,SH,19,1,P,.,500,10,1,0,21,1,36,.,0,60.4765625,1,1,0,3,1,19/04/2035
5573,0,1,29-Jun-20,0,SA,20,1,P,.,.,22,1,.,12,1,10,.,0.24154909,99,.,0,.,5,-1,19/04/2035
5634,0,1,29-Jun-20,1,SC,19,1,P,.,.,11,2,1,3,.,7,.,0,89.734375,1,2,0,1,1,19/04/2035
5581,0,1,29-Jun-20,0,SN,20,1,R,1,600,5,1,.,2,1,6,.,0.121508632,74.0625,.,1,0,3,-1,19/04/2035
5696,1,0,29-Jun-20,1,SD,18,1,P,1,750,2,.,1,15,.,39,.,0,92.203125,1,0,.,5,1,19/04/2035
5652,0,1,29-Jun-20,1100,SN,28,1,P,.,5000,17,3,15,.,.,4,5022,0.017845191,61.796875,1,3,780,3,-1,19/04/2035
5483,0,1,29-Jun-20,0,SC,20,1,P,.,200,12,2,0,0,0,4,.,0.369240516,61.203125,2,2,0,3,2,19/04/2035
5488,0,1,29-Jun-20,1,SA,21,1,P,.,.,21,1,.,1,0,13,.,0.038044762,62.5625,1,1,18,3,0,19/04/2035
5595,0,1,29-Jun-20,0,SO,19,1,P,.,.,.,.,.,.,.,5,.,0,.,.,0,.,5,-1,19/04/2035
5513,0,1,29-Jun-20,2,SA,20,1,P,.,.,41,1,.,3,2,3,.,0.009760062,40.640625,.,1,0,3,-1,19/04/2035
5675,0,1,29-Jun-20,0,SH,18,1,P,1,5650,5,3,1,1,6,3,3720,0.056029881,69.71875,1,2,0,3,1,19/04/2035
5484,0,1,29-Jun-20,0,SO,19,1,P,.,.,13,1,.,.,.,2,.,0.173544067,68.15625,.,1,0,3,-1,19/04/2035
5663,0,1,29-Jun-20,1,SG,19,1,P,.,.,.,.,.,.,.,.,.,0.060508515,36.3125,.,0,.,5,-1,19/04/2035
5621,0,1,29-Jun-20,0,SL,18,1,P,.,.,15,2,.,.,0,.,.,0.208886674,63.078125,1,2,0,3,-1,19/04/2035
5452,0,1,29-Jun-20,0,SC,20,1,P,.,.,38,1,.,.,3,.,.,0.332628954,58.3671875,.,1,0,3,-1,19/04/2035
5461,0,1,29-Jun-20,1,SF,18,1,P,.,.,29,1,.,.,0,.,.,0,56.7578125,.,1,0,3,-1,19/04/2035
-5645,.,.,29-Jun-20,0,SN,20,0,P,1,150,5,2,134,20,2,79,.,0.0306076,80.265625,1,2,12,3,-1,19/04/2035
5553,0,1,29-Jun-20,0,SH,19,1,P,.,.,.,.,.,.,.,.,.,0.127054258,48.4921875,.,0,.,5,-1,19/04/2035
5631,0,1,29-Jun-20,0,SE,27,2,R,1,.,2,.,5,.,.,.,.,0.227475992,48.546875,1,0,.,5,1,19/04/2035
5603,0,1,29-Jun-20,1,SE,19,1,P,.,.,7,.,.,5,1,.,.,0.441043727,17.703125,1,0,.,5,1,19/04/2035
5626,0,1,29-Jun-20,0,SO,19,1,R,.,.,.,.,.,.,.,.,.,0.222391659,65.265625,1,0,.,5,0,19/04/2035
5613,0,1,29-Jun-20,0,SK,19,1,P,.,.,.,.,.,.,.,.,.,0.10392946,31.8828125,1,0,.,5,1,19/04/2035
5671,0,1,29-Jun-20,0,SF,18,1,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,5,-1,19/04/2035
5592,0,1,29-Jun-20,0,SD,19,0,P,1,.,5,.,14,.,0,.,.,0.016817306,64.1875,1,0,.,5,1,19/04/2035
5644,0,1,29-Jun-20,0,SA,19,1,R,.,.,.,.,.,.,.,.,.,0,9.9609375,.,0,.,5,-1,19/04/2035
5612,0,1,29-Jun-20,800,SM,29,.,R,.,.,.,.,.,.,.,.,.,0.101168276,23.80078125,.,0,.,5,-1,19/04/2035
5593,0,1,29-Jun-20,1,SB,19,.,,.,.,.,.,.,.,.,.,.,1.592476241,37.4921875,.,0,.,5,-1,19/04/2035
5548,0,1,29-Jun-20,0,SH,20,1,P,.,.,.,.,.,.,2,.,.,0.229115003,41.4609375,.,0,.,5,-1,19/04/2035
5490,0,1,29-Jun-20,0,SO,19,1,P,.,.,.,.,.,.,.,.,.,0.523939977,65.453125,.,0,.,5,-1,19/04/2035
-5805,.,.,30-Jun-20,1,SC,18,0,P,.,.,.,.,.,19,0,84,.,0.216114266,69.015625,1,0,.,5,0,20/04/2035
5847,1,0,30-Jun-20,0,SH,19,0,P,1,.,3,.,39,.,.,80,.,0,42.390625,.,0,.,5,-1,20/04/2035
5799,1,0,30-Jun-20,0,SB,18,1,P,.,.,.,.,.,4,0,52,.,0,78.84375,.,0,.,5,-1,20/04/2035
5852,1,0,30-Jun-20,0,SO,20,1,P,.,.,.,.,.,28,2,43,.,0,72.078125,.,0,.,5,-1,20/04/2035
5794,1,0,30-Jun-20,0,SD,18,1,P,.,.,.,.,.,16,.,36,.,0,60.796875,1,0,.,5,1,20/04/2035
5728,1,0,30-Jun-20,0,SB,18,1,P,.,.,.,.,.,18,0,35,.,0.045431686,49.765625,.,0,.,5,-1,20/04/2035
5926,1,0,30-Jun-20,0,SB,21,1,P,.,600,9,1,36,24,7,33,0,0.173421356,71.96875,.,1,0,3,-1,20/04/2035
5858,1,0,30-Jun-20,0,SO,18,0,P,.,.,.,.,.,.,0,33,.,0.065564641,63.9453125,1,0,.,5,0,20/04/2035
5776,1,0,30-Jun-20,0,SO,18,1,P,.,.,38,1,.,18,0,32,.,0.435967693,57.4921875,.,1,0,3,-1,20/04/2035
5849,1,0,30-Jun-20,0,SC,19,1,P,.,.,25,1,.,22,1,32,.,0.019654765,71.28125,.,1,0,3,-1,20/04/2035
-5855,.,.,30-Jun-20,0,SL,19,1,P,.,.,21,.,7,6,1,31,.,0.182624175,70.21875,1,0,.,5,0,20/04/2035
-5789,.,.,30-Jun-20,0,SM,19,1,P,.,400,17,2,.,7,0,29,.,0,86.0625,1,2,0,3,-1,20/04/2035
5888,1,0,30-Jun-20,1,SO,24,1,P,.,600,29,2,.,5,4,28,.,0,39.4921875,1,1,378,3,-1,20/04/2035
5787,1,0,30-Jun-20,0,SO,19,1,P,.,.,.,.,.,18,0,27,.,0.254568283,64.703125,1,0,.,5,0,20/04/2035
-5913,.,.,30-Jun-20,0,SN,18,1,P,.,.,25,1,.,2,0,24,.,0,32.375,.,1,0,3,-1,20/04/2035
-5736,.,.,30-Jun-20,0,SA,19,0,P,1,.,5,.,.,20,1,27,.,0.027156738,70.171875,1,0,.,5,2,20/04/2035
5783,1,0,30-Jun-20,0,SO,19,0,,.,.,16,1,.,12,0,23,.,0.251910132,82.328125,1,1,0,3,1,20/04/2035
5898,1,0,30-Jun-20,0,SG,18,1,P,.,.,27,2,.,13,.,22,.,0,65.4375,1,2,0,3,-1,20/04/2035
-5934,.,.,30-Jun-20,0,SO,18,1,P,.,.,.,.,.,10,0,20,.,0.039326422,40.3046875,1,0,.,5,0,20/04/2035
5919,1,0,30-Jun-20,0,SK,18,1,P,.,.,.,.,.,20,1,21,.,0.194404903,65.671875,.,0,.,5,-1,20/04/2035
5844,1,0,30-Jun-20,0,SK,18,1,P,2,.,5,2,.,16,0,21,.,0,78.328125,1,2,0,3,2,20/04/2035
5939,1,0,30-Jun-20,10,SB,19,1,P,.,1450,10,1,19,11,.,20,154,0,69.421875,.,1,0,3,4,20/04/2035
-5944,.,.,30-Jun-20,0,SD,18,0,P,.,50,8,1,.,9,0,19,.,0,57.7578125,.,1,0,3,-1,20/04/2035
5839,1,0,30-Jun-20,0,SB,18,0,P,.,.,35,.,.,8,1,20,.,0,99.421875,.,0,.,5,-1,20/04/2035
-5946,.,.,30-Jun-20,0,SN,18,1,,.,.,.,.,.,25,.,19,.,0.078688325,78.3125,.,0,.,5,-1,20/04/2035
5916,1,0,30-Jun-20,1,SO,18,1,P,.,.,.,.,.,27,0,18,.,0.14948642,75.359375,.,0,.,5,-1,20/04/2035
5738,1,0,30-Jun-20,0,SL,23,5,P,.,.,37,2,.,19,19,19,.,0,70.6875,1,2,0,3,-1,20/04/2035
-5772,.,.,30-Jun-20,1,SB,19,1,P,.,.,13,2,.,13,0,19,.,0,59.59375,1,2,0,3,-1,20/04/2035
5892,1,0,30-Jun-20,1,SF,19,1,P,1,100,4,1,.,24,.,17,.,0.14634579,56.3359375,1,1,0,3,1,20/04/2035
-5938,.,.,30-Jun-20,0,SF,18,0,P,.,.,.,.,.,2,.,15,.,0.104855781,68.65625,.,0,.,5,-1,20/04/2035
-5741,.,.,30-Jun-20,0,SB,18,0,P,.,.,9,1,.,7,0,12,.,0.11982072,84.125,.,1,0,3,-1,20/04/2035
-5820,.,.,30-Jun-20,1,SO,21,1,P,1,.,3,1,.,0,.,13,.,0.551881524,21.359375,.,1,0,3,-1,20/04/2035
-5924,.,.,30-Jun-20,0,SO,18,1,P,.,.,.,.,.,0,0,12,.,0,68.484375,.,0,.,5,-1,20/04/2035
5771,1,0,30-Jun-20,0,SO,19,1,P,.,.,17,1,.,23,0,11,.,0,85.015625,1,1,0,3,0,20/04/2035
-5879,.,.,30-Jun-20,0,SG,18,1,P,.,.,11,1,.,0,.,11,.,0,47.2109375,.,1,0,3,4,20/04/2035
5930,1,0,30-Jun-20,0,SO,19,0,P,.,.,8,.,46,23,0,11,.,0.060460153,75.640625,.,0,.,5,-1,20/04/2035
5722,1,0,30-Jun-20,0,SO,19,0,P,3,200,2,4,0,5,1,12,62,0.260935751,56.734375,2,4,0,3,2,20/04/2035
5897,1,0,30-Jun-20,1,SH,18,0,P,1,1000,5,2,35,22,0,12,186,0.130769411,66.609375,1,2,0,3,-1,20/04/2035
5828,1,0,30-Jun-20,0,SC,20,1,P,.,1300,13,1,25,17,3,10,0,0.270146583,47.40625,.,1,0,3,-1,20/04/2035
5822,1,0,30-Jun-20,0,SO,18,1,P,2,.,4,1,34,7,0,10,.,0.078987015,94.609375,.,1,0,3,-1,20/04/2035
5833,1,0,30-Jun-20,0,SB,18,1,P,1,.,6,.,0,10,0,10,.,0.323475293,52.234375,1,0,.,5,0,20/04/2035
5755,1,0,30-Jun-20,0,SM,24,1,P,.,1150,36,2,36,27,5,10,.,0,77.578125,1,2,141,3,-1,20/04/2035
5812,1,0,30-Jun-20,1,SO,20,1,P,.,.,7,2,.,16,3,11,.,0.265799321,40.53125,.,1,0,3,-1,20/04/2035
-5866,.,.,30-Jun-20,0,SO,18,1,P,.,.,60,1,.,0,0,11,.,0,61.6796875,.,1,0,3,-1,20/04/2035
5819,1,0,30-Jun-20,0,SH,18,1,P,.,.,.,.,.,9,0,9,.,0,94.796875,.,0,.,5,-1,20/04/2035
5922,1,0,30-Jun-20,0,SO,18,1,P,.,.,.,.,.,.,16,9,.,0,67.84375,1,0,.,5,0,20/04/2035
-5940,.,.,30-Jun-20,1,SC,20,1,P,.,.,19,1,0,6,1,9,.,0.050288385,62.0859375,.,1,0,3,-1,20/04/2035
5933,1,0,30-Jun-20,0,SO,20,1,P,.,.,26,1,1,4,3,8,.,0.045734937,85.671875,.,1,0,3,-1,20/04/2035
-5846,.,.,30-Jun-20,0,SO,21,1,P,.,650,23,1,50,2,3,6,.,0.049252981,52.921875,2,1,0,3,0,20/04/2035
5779,1,0,30-Jun-20,0,SH,22,0,P,.,300,12,1,.,24,5,7,1,0.166285887,63.3203125,.,1,0,3,-1,20/04/2035
-5832,.,.,30-Jun-20,0,SO,16,1,P,.,.,.,.,.,6,.,7,.,0.231993935,62.765625,.,0,.,5,-1,20/04/2035
5748,1,0,30-Jun-20,0,SO,18,1,P,.,.,.,.,.,11,0,7,.,0.337616102,56.5859375,.,0,.,5,-1,20/04/2035
-5725,.,.,30-Jun-20,0,SD,18,1,P,.,.,32,1,.,0,1,7,.,0.330688642,80.421875,.,1,0,3,-1,20/04/2035
5762,1,0,30-Jun-20,0,SA,18,1,P,.,.,.,.,.,2,0,7,.,0,55.6328125,.,0,.,5,-1,20/04/2035
-5770,.,.,30-Jun-20,0,SA,20,1,P,.,.,14,3,.,10,3,6,.,0.090215962,44.0859375,1,2,0,3,-1,20/04/2035
-5875,.,.,30-Jun-20,0,SO,19,1,P,.,.,18,1,.,5,24,7,.,0.286613589,62.703125,.,1,0,3,-1,20/04/2035
5865,1,0,30-Jun-20,0,SO,18,.,P,.,.,.,.,.,0,.,5,.,0.037047421,22.62109375,.,0,.,5,-1,20/04/2035
-5720,.,.,30-Jun-20,0,SA,18,1,,.,.,14,2,.,1,.,5,.,0.084260478,58.5390625,1,2,0,3,0,20/04/2035
-5908,.,.,30-Jun-20,0,SJ,23,0,,.,.,51,1,.,9,5,6,.,0.173825536,60.7109375,.,1,0,3,-1,20/04/2035
5788,1,0,30-Jun-20,0,SO,18,1,P,.,.,32,1,.,2,.,6,.,0.709429059,26.10546875,.,1,0,3,-1,20/04/2035
-5857,.,.,30-Jun-20,0,SO,18,1,P,.,.,25,1,.,22,.,4,.,0,.,.,1,0,3,-1,20/04/2035
-5923,.,.,30-Jun-20,1,SO,19,1,P,.,.,7,1,54,7,2,6,.,0,70.34375,.,1,0,3,-1,20/04/2035
-5727,.,.,30-Jun-20,0,SK,18,0,P,.,.,.,.,.,10,.,4,.,0.167872193,90.9375,.,0,.,5,-1,20/04/2035
5840,1,0,30-Jun-20,0,SL,19,1,P,.,.,30,1,.,.,.,5,.,0.411715949,37.34375,.,1,0,3,-1,20/04/2035
5872,1,0,30-Jun-20,0,SA,19,1,P,.,.,.,.,.,4,1,4,.,0,65.78125,.,0,.,5,-1,20/04/2035
5927,1,0,30-Jun-20,1,SK,18,1,P,.,.,44,1,.,20,0,3,.,0,74.859375,1,1,0,3,0,20/04/2035
5918,1,0,30-Jun-20,0,SL,19,1,P,.,.,13,1,.,23,3,3,.,0,54.03125,.,0,.,5,-1,20/04/2035
-5734,.,.,30-Jun-20,0,SH,19,2,P,.,.,.,.,.,.,.,4,.,0.722146062,50.0078125,.,0,.,5,-1,20/04/2035
5777,1,0,30-Jun-20,1,SO,18,1,P,.,.,.,.,.,26,0,5,.,0.098147882,74.578125,.,0,.,5,-1,20/04/2035
-5949,.,.,30-Jun-20,0,SB,20,1,P,.,500,12,2,0,27,2,3,.,0,81.28125,1,2,0,3,-1,20/04/2035
-5724,.,.,30-Jun-20,1,SE,20,1,P,.,100,21,1,.,0,0,3,.,0.056116825,34.3515625,1,1,88,3,-1,20/04/2035
-5887,.,.,30-Jun-20,0,SO,21,1,P,.,.,18,1,.,.,.,3,.,0.154123509,49.0703125,1,1,0,3,0,20/04/2035
5878,1,0,30-Jun-20,0,SO,20,1,P,.,.,9,.,0,.,.,6,.,0.166010575,59.015625,.,0,.,5,4,20/04/2035
-5810,.,.,30-Jun-20,0,SF,19,1,P,.,150,17,1,.,26,2,3,.,0.04119767,85.0625,1,1,0,3,0,20/04/2035
5750,1,0,30-Jun-20,0,SO,16,1,P,.,.,.,.,.,11,.,3,.,0.057138827,27.43359375,1,0,.,5,0,20/04/2035
5941,1,0,30-Jun-20,0,SM,18,1,P,.,.,.,.,.,20,0,3,.,0,80.390625,.,0,.,5,-1,20/04/2035
-5862,.,.,30-Jun-20,0,SA,18,1,P,.,.,.,.,.,3,0,1,.,0,.,.,0,.,5,-1,20/04/2035
-5764,.,.,30-Jun-20,0,SH,18,0,P,.,.,25,1,.,.,14,3,.,0.157976298,78.015625,.,1,0,3,-1,20/04/2035
-5931,.,.,30-Jun-20,0,SB,18,1,P,1,.,3,1,.,.,0,2,.,0.374721623,29.109375,.,1,0,3,-1,20/04/2035
5890,1,0,30-Jun-20,0,SO,16,.,P,.,.,.,.,.,.,.,5,.,0,67.265625,.,0,.,5,-1,20/04/2035
5909,1,0,30-Jun-20,0,SB,18,1,P,.,.,.,.,.,3,0,3,.,0,68.90625,1,0,.,5,1,20/04/2035
-5816,.,.,30-Jun-20,0,SC,18,1,P,.,.,.,.,.,0,0,2,.,0,31.12890625,.,0,.,5,-1,20/04/2035
5809,1,0,30-Jun-20,1,SH,19,1,P,.,.,8,1,0,.,1,1,.,0.266171447,55.0234375,.,1,0,3,3,20/04/2035
-5848,.,.,30-Jun-20,0,SL,19,1,R,.,.,14,3,.,2,1,1,.,0.155676173,38.6484375,1,1,0,3,1,20/04/2035
5768,1,0,30-Jun-20,0,SM,18,0,P,.,50,6,1,.,4,0,2,.,0,31.62890625,.,1,0,3,-1,20/04/2035
-5891,.,.,30-Jun-20,1500,SA,47,1,H,.,.,16,2,.,1,3,.,.,0.027623341,29.57421875,.,1,0,3,-1,20/04/2035
5753,1,0,30-Jun-20,0,SB,18,1,P,1,50,5,1,.,1,.,6,.,0.270473838,94.953125,.,1,0,3,-1,20/04/2035
5796,1,0,30-Jun-20,0,SO,19,2,P,1,600,3,1,0,8,1,8,0,0,50.9453125,1,1,309,3,2,20/04/2035
-5948,.,.,30-Jun-20,0,SN,25,1,R,3,150,2,.,0,.,.,.,.,0.010360827,72.5625,4,0,.,5,1,20/04/2035
5824,1,0,30-Jun-20,0,SC,32,1,,.,1000,29,2,75,5,2,2,.,0.657375295,24.9375,1,2,365,3,-1,20/04/2035
-5935,.,.,30-Jun-20,0,SO,22,1,P,.,1200,9,2,44,.,.,.,.,0,83.5625,1,2,1223,3,3,20/04/2035
5745,1,0,30-Jun-20,0,SF,18,1,P,.,.,.,.,.,0,0,8,.,0.10666209,66.34375,.,0,.,5,-1,20/04/2035
5860,1,0,30-Jun-20,0,SH,19,1,P,.,750,7,3,.,16,0,.,0,0,67.671875,1,3,0,3,0,20/04/2035
-5751,.,.,30-Jun-20,0,SC,33,3,P,1,250,3,2,.,.,15,.,31,0.491541703,49.8203125,1,1,0,3,0,20/04/2035
5808,1,0,30-Jun-20,0,SL,19,0,P,.,.,32,1,.,.,0,.,.,0.237900873,69.53125,.,1,0,3,-1,20/04/2035
